session_id,user_id,start_time,end_time,page_views
1672,615,3/31/2022 7:52:08,3/31/2022 7:53:51,1
1673,485,6/14/2022 7:46:57,6/14/2022 7:53:11,4
1674,734,7/15/2022 9:39:21,7/15/2022 9:49:47,6
1675,673,4/4/2022 17:39:46,4/4/2022 17:42:12,1
1676,373,7/18/2022 13:29:13,7/18/2022 13:32:58,2
1677,734,5/27/2022 8:07:52,5/27/2022 8:20:22,7
1678,464,6/15/2022 22:44:36,6/15/2022 23:01:00,9
1679,117,3/5/2022 8:26:43,3/5/2022 8:41:54,9
1680,100,6/22/2022 1:01:45,6/22/2022 1:14:00,7
1681,778,4/16/2022 6:33:36,4/16/2022 6:39:16,3
1682,675,9/13/2022 2:21:16,9/13/2022 2:23:46,1
1683,228,3/23/2022 18:34:26,3/23/2022 18:38:28,2
1684,3,3/12/2022 1:26:34,3/12/2022 1:28:39,1
1685,350,4/13/2022 16:29:17,4/13/2022 16:40:13,6
1686,364,6/28/2022 17:49:46,6/28/2022 17:57:09,4
1687,850,4/23/2022 2:21:16,4/23/2022 2:24:56,2
1688,649,9/27/2022 10:00:57,9/27/2022 10:10:43,6
1689,988,8/30/2022 10:59:23,8/30/2022 11:03:37,2
1690,820,8/27/2022 11:19:54,8/27/2022 11:31:37,7
1691,299,4/3/2022 18:10:32,4/3/2022 18:13:48,2
1692,561,5/6/2022 0:39:48,5/6/2022 0:47:08,4
1693,535,9/19/2022 22:30:51,9/19/2022 22:39:30,5
1694,383,6/9/2022 10:58:07,6/9/2022 11:09:33,7
1695,719,8/10/2022 22:20:40,8/10/2022 22:30:24,6
1696,109,8/1/2022 19:03:33,8/1/2022 19:05:05,1
1697,47,6/3/2022 19:16:34,6/3/2022 19:24:05,4
1698,919,7/15/2022 4:37:02,7/15/2022 4:44:52,5
1699,169,4/28/2022 13:05:53,4/28/2022 13:12:13,4
1700,505,3/13/2022 16:54:28,3/13/2022 17:10:03,9
1701,144,7/26/2022 10:30:13,7/26/2022 10:34:10,2
1702,842,9/7/2022 10:02:49,9/7/2022 10:16:37,8
1703,735,6/13/2022 23:54:05,6/14/2022 0:10:09,9
1704,761,8/25/2022 19:54:17,8/25/2022 20:10:36,9
1705,739,4/11/2022 15:26:19,4/11/2022 15:41:27,9
1706,420,7/31/2022 19:56:20,7/31/2022 20:04:58,5
1707,110,3/8/2022 2:50:07,3/8/2022 2:59:06,5
1708,261,5/25/2022 20:11:39,5/25/2022 20:21:38,6
1709,626,5/26/2022 5:44:00,5/26/2022 5:53:37,6
1710,201,3/20/2022 10:12:13,3/20/2022 10:19:27,4
1711,193,3/23/2022 21:39:46,3/23/2022 21:51:38,7
1712,124,6/16/2022 3:07:55,6/16/2022 3:22:25,8
1713,953,6/23/2022 15:35:32,6/23/2022 15:51:54,9
1714,873,3/5/2022 8:41:56,3/5/2022 8:47:05,3
1715,403,6/8/2022 0:56:21,6/8/2022 1:07:03,6
1716,221,4/11/2022 22:14:27,4/11/2022 22:20:58,4
1717,469,5/13/2022 23:38:59,5/13/2022 23:47:36,5
1718,845,3/8/2022 17:46:40,3/8/2022 17:59:24,7
1719,801,6/22/2022 0:16:39,6/22/2022 0:29:03,7
1720,196,4/23/2022 7:25:52,4/23/2022 7:34:26,5
1721,734,6/18/2022 18:21:46,6/18/2022 18:26:33,3
1722,347,7/24/2022 22:26:29,7/24/2022 22:27:43,1
1723,111,8/8/2022 13:32:57,8/8/2022 13:45:51,7
1724,776,8/9/2022 23:02:16,8/9/2022 23:07:57,3
1725,425,5/21/2022 18:53:30,5/21/2022 19:00:14,4
1726,48,5/28/2022 5:26:34,5/28/2022 5:40:08,8
1727,949,8/22/2022 3:39:39,8/22/2022 3:46:57,4
1728,649,5/5/2022 3:30:47,5/5/2022 3:40:48,6
1729,858,8/24/2022 0:40:22,8/24/2022 0:51:16,6
1730,689,5/15/2022 14:12:44,5/15/2022 14:15:02,1
1731,603,8/25/2022 1:06:29,8/25/2022 1:20:39,8
1732,127,9/22/2022 10:16:53,9/22/2022 10:32:46,9
1733,791,6/29/2022 5:34:51,6/29/2022 5:44:38,6
1734,914,5/12/2022 14:27:09,5/12/2022 14:39:31,7
1735,462,6/14/2022 15:24:44,6/14/2022 15:35:26,6
1736,469,5/23/2022 18:14:28,5/23/2022 18:21:31,4
1737,675,5/30/2022 1:05:29,5/30/2022 1:17:48,7
1738,604,9/8/2022 1:57:00,9/8/2022 2:02:11,3
1739,980,9/21/2022 10:59:08,9/21/2022 11:09:15,6
1740,517,7/16/2022 9:09:51,7/16/2022 9:18:30,5
1741,138,6/28/2022 3:09:54,6/28/2022 3:25:06,9
1742,987,7/19/2022 6:46:17,7/19/2022 6:49:10,2
1743,511,5/11/2022 0:59:34,5/11/2022 1:03:24,2
1744,5,7/21/2022 6:03:47,7/21/2022 6:08:07,3
1745,544,7/4/2022 13:10:22,7/4/2022 13:17:16,4
1746,754,9/13/2022 12:26:51,9/13/2022 12:38:25,7
1747,50,3/17/2022 10:04:47,3/17/2022 10:11:53,4
1748,567,7/28/2022 19:10:13,7/28/2022 19:20:58,6
1749,958,7/21/2022 3:14:15,7/21/2022 3:18:19,2
1750,444,8/23/2022 12:27:31,8/23/2022 12:33:17,3
1751,859,5/15/2022 20:13:13,5/15/2022 20:26:14,8
1752,600,6/3/2022 6:23:44,6/3/2022 6:28:14,3
1753,495,7/28/2022 1:40:56,7/28/2022 1:49:50,5
1754,947,7/21/2022 12:07:22,7/21/2022 12:13:19,3
1755,521,8/10/2022 3:17:29,8/10/2022 3:31:09,8
1756,800,8/17/2022 13:04:34,8/17/2022 13:20:15,9
1757,944,7/21/2022 21:38:03,7/21/2022 21:46:14,5
1758,933,5/23/2022 7:45:47,5/23/2022 7:58:38,7
1759,182,4/1/2022 8:41:18,4/1/2022 8:56:43,9
1760,709,3/21/2022 11:20:11,3/21/2022 11:25:32,3
1761,593,8/21/2022 15:05:24,8/21/2022 15:13:14,5
1762,178,4/2/2022 23:19:56,4/2/2022 23:33:49,8
1763,749,6/13/2022 10:00:45,6/13/2022 10:04:27,2
1764,835,3/26/2022 0:02:21,3/26/2022 0:05:25,2
1765,132,7/25/2022 18:14:06,7/25/2022 18:30:17,9
1766,107,7/9/2022 10:08:40,7/9/2022 10:21:49,8
1767,397,9/5/2022 0:47:25,9/5/2022 0:49:27,1
1768,674,5/11/2022 6:52:35,5/11/2022 7:08:39,9
1769,615,5/28/2022 20:15:38,5/28/2022 20:28:18,7
1770,621,7/21/2022 6:04:15,7/21/2022 6:09:27,3
1771,904,7/29/2022 12:48:00,7/29/2022 13:01:07,8
1772,330,9/3/2022 23:40:48,9/3/2022 23:49:51,5
1773,517,3/10/2022 17:03:14,3/10/2022 17:14:06,6
1774,903,7/8/2022 21:53:45,7/8/2022 22:06:58,8
1775,394,8/22/2022 1:41:59,8/22/2022 1:52:35,6
1776,429,7/1/2022 12:03:47,7/1/2022 12:05:23,1
1777,624,4/12/2022 15:25:59,4/12/2022 15:32:01,3
1778,938,4/4/2022 15:44:04,4/4/2022 15:56:24,7
1779,710,6/11/2022 7:45:08,6/11/2022 7:50:33,3
1780,781,7/24/2022 23:56:41,7/25/2022 0:12:37,9
1781,255,7/26/2022 17:09:18,7/26/2022 17:24:55,9
1782,281,6/2/2022 20:27:48,6/2/2022 20:40:23,7
1783,408,6/26/2022 6:48:25,6/26/2022 6:56:56,5
1784,987,6/19/2022 0:29:05,6/19/2022 0:41:06,7
1785,352,6/6/2022 17:22:59,6/6/2022 17:26:13,2
1786,994,3/10/2022 16:07:30,3/10/2022 16:20:43,8
1787,302,6/21/2022 12:38:05,6/21/2022 12:48:28,6
1788,464,3/12/2022 9:36:46,3/12/2022 9:38:04,1
1789,825,9/20/2022 23:08:14,9/20/2022 23:23:05,9
1790,137,4/6/2022 6:42:14,4/6/2022 6:53:05,6
1791,142,4/28/2022 8:48:44,4/28/2022 8:59:13,6
1792,423,9/26/2022 17:05:20,9/26/2022 17:11:03,3
1793,617,6/2/2022 5:07:14,6/2/2022 5:11:13,2
1794,717,8/18/2022 9:31:51,8/18/2022 9:41:26,6
1795,908,4/29/2022 4:59:37,4/29/2022 5:15:54,9
1796,767,8/1/2022 12:10:11,8/1/2022 12:25:40,9
1797,525,3/14/2022 23:29:28,3/14/2022 23:43:02,8
1798,307,8/15/2022 16:03:35,8/15/2022 16:05:09,1
1799,864,9/2/2022 2:49:01,9/2/2022 2:52:45,2
1800,719,9/17/2022 5:45:52,9/17/2022 5:52:14,4
1801,561,4/22/2022 22:44:41,4/22/2022 22:54:12,6
1802,882,7/18/2022 16:39:50,7/18/2022 16:45:21,3
1803,322,9/17/2022 3:40:12,9/17/2022 3:56:03,9
1804,729,7/1/2022 11:21:41,7/1/2022 11:33:31,7
1805,755,8/21/2022 15:52:03,8/21/2022 16:01:26,5
1806,958,3/7/2022 13:03:01,3/7/2022 13:10:41,4
1807,567,5/13/2022 19:39:25,5/13/2022 19:52:36,8
1808,648,8/21/2022 4:10:46,8/21/2022 4:12:05,1
1809,223,8/19/2022 14:19:40,8/19/2022 14:29:07,5
1810,206,4/28/2022 9:12:58,4/28/2022 9:27:28,8
1811,215,7/30/2022 1:17:25,7/30/2022 1:23:36,4
1812,640,9/7/2022 20:09:58,9/7/2022 20:13:39,2
1813,732,8/20/2022 22:05:10,8/20/2022 22:12:25,4
1814,298,3/21/2022 17:01:58,3/21/2022 17:09:29,4
1815,704,4/16/2022 4:07:14,4/16/2022 4:13:19,4
1816,354,5/17/2022 16:02:19,5/17/2022 16:05:05,2
1817,944,4/12/2022 13:32:39,4/12/2022 13:46:28,8
1818,689,5/21/2022 0:31:58,5/21/2022 0:33:47,1
1819,136,8/9/2022 18:03:25,8/9/2022 18:07:22,2
1820,728,7/17/2022 14:30:29,7/17/2022 14:43:11,7
1821,666,4/28/2022 6:03:18,4/28/2022 6:07:00,2
1822,999,5/9/2022 7:03:27,5/9/2022 7:14:42,7
1823,982,4/20/2022 22:16:37,4/20/2022 22:28:58,7
1824,183,3/19/2022 13:33:23,3/19/2022 13:44:04,6
1825,516,5/2/2022 9:16:18,5/2/2022 9:21:26,3
1826,556,5/24/2022 19:48:14,5/24/2022 19:56:36,5
1827,711,6/18/2022 4:48:05,6/18/2022 4:52:24,2
1828,653,7/19/2022 19:09:15,7/19/2022 19:11:33,1
1829,331,3/23/2022 19:54:36,3/23/2022 20:01:28,4
1830,728,8/17/2022 9:03:11,8/17/2022 9:06:59,2
1831,119,6/4/2022 7:03:13,6/4/2022 7:07:09,2
1832,780,9/3/2022 12:58:02,9/3/2022 13:14:05,9
1833,361,9/16/2022 16:52:15,9/16/2022 17:08:29,9
1834,576,5/16/2022 10:34:41,5/16/2022 10:37:00,1
1835,492,6/7/2022 4:39:44,6/7/2022 4:53:01,8
1836,597,9/7/2022 20:53:46,9/7/2022 20:57:43,2
1837,585,6/27/2022 23:57:28,6/28/2022 0:04:51,4
1838,966,9/19/2022 21:23:46,9/19/2022 21:34:21,6
1839,684,8/31/2022 14:09:26,8/31/2022 14:14:08,3
1840,728,6/23/2022 22:12:27,6/23/2022 22:23:30,6
1841,428,5/4/2022 4:00:54,5/4/2022 4:03:48,2
1842,691,8/13/2022 9:43:06,8/13/2022 9:49:45,4
1843,766,6/5/2022 13:13:11,6/5/2022 13:28:41,9
1844,916,4/19/2022 14:16:30,4/19/2022 14:29:18,7
1845,862,3/21/2022 2:15:25,3/21/2022 2:31:54,10
1846,547,5/31/2022 8:10:21,5/31/2022 8:21:37,7
1847,293,8/3/2022 21:31:00,8/3/2022 21:42:16,7
1848,899,7/18/2022 20:42:02,7/18/2022 20:52:22,6
1849,868,9/15/2022 12:08:24,9/15/2022 12:23:20,9
1850,433,7/20/2022 14:46:11,7/20/2022 14:52:02,3
1851,828,8/26/2022 6:07:08,8/26/2022 6:22:46,9
1852,14,4/17/2022 3:51:26,4/17/2022 3:59:23,5
1853,536,8/26/2022 2:42:56,8/26/2022 2:45:08,1
1854,110,7/24/2022 15:11:14,7/24/2022 15:27:45,10
1855,26,9/1/2022 12:03:40,9/1/2022 12:11:27,5
1856,391,5/10/2022 22:25:08,5/10/2022 22:33:38,5
1857,149,9/19/2022 0:23:25,9/19/2022 0:26:23,2
1858,55,7/23/2022 2:24:13,7/23/2022 2:29:27,3
1859,687,5/29/2022 4:34:49,5/29/2022 4:37:42,2
1860,58,3/2/2022 20:43:20,3/2/2022 20:58:16,9
1861,205,3/6/2022 22:56:22,3/6/2022 23:04:50,5
1862,274,9/7/2022 9:30:35,9/7/2022 9:35:05,3
1863,769,7/3/2022 21:00:59,7/3/2022 21:08:27,4
1864,805,8/28/2022 12:05:11,8/28/2022 12:06:59,1
1865,165,3/27/2022 17:01:55,3/27/2022 17:17:45,9
1866,294,4/5/2022 15:53:57,4/5/2022 16:03:23,5
1867,700,5/29/2022 16:10:35,5/29/2022 16:21:55,7
1868,257,6/22/2022 5:39:54,6/22/2022 5:50:32,6
1869,150,3/27/2022 19:43:34,3/27/2022 19:50:44,4
1870,860,6/14/2022 19:13:18,6/14/2022 19:15:04,1
1871,64,6/11/2022 19:29:51,6/11/2022 19:39:00,5
1872,708,3/27/2022 5:27:09,3/27/2022 5:29:16,1
1873,804,8/18/2022 15:06:11,8/18/2022 15:20:59,9
1874,303,9/26/2022 8:25:08,9/26/2022 8:30:22,3
1875,209,8/20/2022 2:33:30,8/20/2022 2:39:18,3
1876,772,9/2/2022 22:38:51,9/2/2022 22:42:53,2
1877,555,3/2/2022 23:07:05,3/2/2022 23:11:24,2
1878,34,6/16/2022 6:59:59,6/16/2022 7:12:32,7
1879,368,5/31/2022 1:22:28,5/31/2022 1:37:25,9
1880,834,3/15/2022 7:43:37,3/15/2022 7:46:00,1
1881,464,3/28/2022 16:26:10,3/28/2022 16:30:40,3
1882,105,5/19/2022 4:31:23,5/19/2022 4:45:35,8
1883,631,6/22/2022 8:06:56,6/22/2022 8:17:51,6
1884,889,8/10/2022 11:00:35,8/10/2022 11:06:54,4
1885,692,7/21/2022 9:54:39,7/21/2022 10:03:54,5
1886,758,4/18/2022 21:27:50,4/18/2022 21:32:36,3
1887,576,5/21/2022 8:06:05,5/21/2022 8:22:03,9
1888,886,7/9/2022 17:08:14,7/9/2022 17:17:32,5
1889,230,3/14/2022 7:51:46,3/14/2022 8:08:01,9
1890,761,6/4/2022 2:44:37,6/4/2022 2:53:43,5
1891,663,7/12/2022 13:33:04,7/12/2022 13:40:08,4
1892,575,8/13/2022 3:18:54,8/13/2022 3:31:11,7
1893,399,7/10/2022 4:28:35,7/10/2022 4:43:57,9
1894,244,9/20/2022 12:33:33,9/20/2022 12:45:29,7
1895,524,8/26/2022 0:23:36,8/26/2022 0:30:34,4
1896,804,7/24/2022 12:25:42,7/24/2022 12:28:39,2
1897,816,8/7/2022 2:06:42,8/7/2022 2:13:15,4
1898,818,6/22/2022 5:42:41,6/22/2022 5:49:24,4
1899,713,7/16/2022 21:07:28,7/16/2022 21:12:11,3
1900,295,7/26/2022 18:12:54,7/26/2022 18:23:55,6
1901,710,6/16/2022 16:13:18,6/16/2022 16:24:44,7
1902,681,5/24/2022 7:56:32,5/24/2022 8:03:57,4
1903,49,5/26/2022 16:28:55,5/26/2022 16:42:13,8
1904,949,5/18/2022 15:14:28,5/18/2022 15:23:45,5
1905,391,4/21/2022 1:34:03,4/21/2022 1:36:15,1
1906,397,5/12/2022 5:03:12,5/12/2022 5:05:36,1
1907,427,5/18/2022 13:02:34,5/18/2022 13:15:55,8
1908,980,7/15/2022 12:26:02,7/15/2022 12:42:25,9
1909,808,6/29/2022 0:17:26,6/29/2022 0:24:17,4
1910,1000,7/12/2022 15:16:39,7/12/2022 15:32:53,9
1911,702,6/13/2022 19:50:27,6/13/2022 19:56:54,4
1912,321,3/9/2022 21:06:56,3/9/2022 21:13:50,4
1913,990,7/22/2022 7:53:09,7/22/2022 8:01:58,5
1914,566,8/25/2022 16:04:14,8/25/2022 16:11:50,4
1915,56,8/26/2022 16:18:19,8/26/2022 16:19:40,1
1916,14,6/15/2022 19:52:07,6/15/2022 20:04:37,7
1917,762,9/19/2022 21:22:47,9/19/2022 21:38:09,9
1918,258,7/17/2022 20:18:38,7/17/2022 20:31:47,8
1919,208,6/15/2022 6:40:11,6/15/2022 6:49:12,5
1920,636,7/14/2022 8:17:41,7/14/2022 8:22:38,3
1921,890,4/2/2022 16:08:18,4/2/2022 16:15:27,4
1922,800,7/19/2022 16:18:34,7/19/2022 16:30:20,7
1923,882,7/16/2022 5:58:42,7/16/2022 6:05:21,4
1924,892,4/7/2022 16:01:02,4/7/2022 16:15:47,9
1925,454,8/9/2022 17:34:00,8/9/2022 17:36:31,1
1926,850,6/28/2022 19:52:21,6/28/2022 20:04:30,7
1927,231,7/12/2022 0:08:51,7/12/2022 0:12:59,2
1928,934,5/4/2022 11:57:06,5/4/2022 12:00:22,2
1929,649,4/27/2022 23:47:14,4/27/2022 23:54:42,4
1930,722,7/22/2022 20:10:47,7/22/2022 20:13:59,2
1931,727,4/1/2022 20:31:06,4/1/2022 20:47:28,9
1932,664,4/23/2022 0:18:15,4/23/2022 0:33:23,9
1933,377,9/16/2022 20:47:41,9/16/2022 20:57:10,5
1934,774,8/31/2022 23:18:41,8/31/2022 23:32:07,8
1935,603,8/28/2022 23:27:34,8/28/2022 23:42:11,8
1936,560,4/3/2022 7:23:25,4/3/2022 7:39:30,9
1937,757,5/19/2022 21:03:07,5/19/2022 21:09:14,4
1938,618,6/7/2022 16:12:30,6/7/2022 16:24:10,7
1939,202,9/5/2022 3:43:38,9/5/2022 3:53:15,6
1940,795,9/20/2022 12:19:44,9/20/2022 12:33:36,8
1941,743,3/19/2022 4:29:10,3/19/2022 4:44:30,9
1942,988,7/31/2022 6:58:34,7/31/2022 7:00:38,1
1943,199,5/20/2022 4:20:46,5/20/2022 4:32:24,7
1944,302,9/14/2022 6:24:25,9/14/2022 6:34:36,6
1945,460,9/16/2022 17:20:50,9/16/2022 17:29:52,5
1946,182,4/10/2022 17:18:15,4/10/2022 17:32:00,8
1947,700,8/23/2022 15:23:12,8/23/2022 15:35:53,7
1948,77,6/5/2022 5:09:55,6/5/2022 5:25:25,9
1949,192,5/30/2022 13:10:19,5/30/2022 13:22:44,7
1950,986,9/17/2022 11:22:48,9/17/2022 11:32:04,5
1951,178,9/16/2022 3:05:03,9/16/2022 3:11:23,4
1952,753,7/30/2022 17:42:18,7/30/2022 17:47:51,3
1953,527,4/30/2022 16:43:57,4/30/2022 16:48:10,2
1954,123,7/26/2022 10:19:55,7/26/2022 10:23:02,2
1955,387,4/24/2022 1:43:55,4/24/2022 1:52:18,5
1956,42,5/25/2022 16:50:14,5/25/2022 17:00:23,6
1957,439,4/15/2022 2:11:57,4/15/2022 2:25:32,8
1958,286,9/1/2022 11:15:59,9/1/2022 11:30:29,8
1959,570,7/15/2022 10:38:11,7/15/2022 10:50:32,7
1960,271,5/16/2022 18:09:37,5/16/2022 18:21:05,7
1961,134,9/20/2022 19:29:57,9/20/2022 19:39:18,5
1962,165,8/26/2022 8:29:27,8/26/2022 8:35:37,4
1963,599,4/9/2022 16:15:48,4/9/2022 16:22:21,4
1964,867,8/11/2022 1:33:29,8/11/2022 1:45:23,7
1965,262,7/15/2022 7:43:58,7/15/2022 7:45:51,1
1966,6,9/19/2022 9:51:36,9/19/2022 9:59:31,5
1967,339,8/11/2022 15:09:33,8/11/2022 15:15:18,3
1968,478,9/4/2022 4:57:15,9/4/2022 5:09:25,7
1969,727,7/14/2022 1:00:11,7/14/2022 1:07:49,4
1970,960,6/26/2022 4:08:35,6/26/2022 4:24:47,9
1971,159,7/21/2022 12:31:42,7/21/2022 12:42:29,6
1972,41,7/30/2022 23:01:58,7/30/2022 23:13:35,7
1973,158,7/3/2022 19:35:37,7/3/2022 19:43:19,4
1974,951,5/21/2022 13:18:11,5/21/2022 13:31:23,8
1975,331,5/27/2022 11:42:08,5/27/2022 11:48:09,3
1976,612,7/28/2022 2:02:44,7/28/2022 2:11:13,5
1977,53,9/3/2022 22:48:17,9/3/2022 23:02:48,8
1978,793,3/12/2022 0:32:29,3/12/2022 0:35:44,2
1979,955,7/31/2022 16:12:50,7/31/2022 16:26:37,8
1980,641,9/9/2022 12:56:44,9/9/2022 12:59:55,2
1981,631,8/8/2022 8:55:50,8/8/2022 9:04:47,5
1982,864,7/6/2022 16:36:21,7/6/2022 16:48:58,7
1983,678,6/9/2022 16:23:34,6/9/2022 16:34:13,6
1984,309,7/15/2022 0:23:15,7/15/2022 0:30:08,4
1985,503,6/15/2022 4:58:36,6/15/2022 5:03:14,3
1986,809,7/24/2022 0:23:39,7/24/2022 0:31:26,5
1987,587,8/28/2022 2:37:11,8/28/2022 2:46:49,6
1988,564,6/7/2022 9:31:42,6/7/2022 9:44:54,8
1989,367,6/28/2022 16:39:27,6/28/2022 16:41:52,1
1990,75,3/6/2022 14:43:01,3/6/2022 14:51:30,5
1991,803,3/2/2022 13:49:13,3/2/2022 14:00:20,6
1992,725,5/4/2022 1:13:07,5/4/2022 1:26:30,8
1993,326,5/19/2022 21:52:24,5/19/2022 21:57:20,3
1994,539,3/31/2022 21:48:43,3/31/2022 21:58:39,6
1995,226,8/26/2022 15:11:10,8/26/2022 15:13:49,2
1996,980,8/16/2022 18:54:56,8/16/2022 18:58:21,2
1997,189,9/5/2022 14:08:57,9/5/2022 14:21:48,7
1998,534,4/6/2022 6:47:25,4/6/2022 6:59:15,7
1999,70,4/29/2022 0:01:31,4/29/2022 0:07:38,4
2000,806,8/27/2022 22:53:53,8/27/2022 23:06:05,7
2001,518,7/4/2022 16:53:24,7/4/2022 17:07:50,8
2002,164,5/3/2022 21:46:36,5/3/2022 22:01:50,9
2003,426,8/24/2022 17:56:10,8/24/2022 18:00:53,3
2004,557,6/10/2022 8:04:35,6/10/2022 8:12:04,4
2005,550,8/23/2022 23:27:39,8/23/2022 23:32:17,3
2006,414,7/12/2022 22:52:21,7/12/2022 23:04:18,7
2007,95,5/15/2022 21:59:45,5/15/2022 22:08:04,5
2008,358,8/4/2022 4:03:08,8/4/2022 4:19:06,9
2009,227,5/17/2022 22:45:47,5/17/2022 22:59:36,8
2010,905,7/3/2022 17:15:11,7/3/2022 17:21:00,3
2011,219,5/11/2022 19:17:29,5/11/2022 19:25:26,5
2012,680,5/10/2022 16:27:36,5/10/2022 16:33:31,3
2013,340,9/5/2022 22:19:54,9/5/2022 22:30:38,6
2014,340,3/8/2022 7:36:19,3/8/2022 7:48:44,7
2015,370,8/1/2022 8:46:13,8/1/2022 8:59:54,8
2016,301,9/9/2022 3:01:45,9/9/2022 3:06:07,3
2017,224,8/2/2022 9:07:10,8/2/2022 9:08:58,1
2018,974,4/16/2022 10:39:05,4/16/2022 10:54:57,9
2019,771,6/15/2022 19:58:27,6/15/2022 20:11:16,7
2020,634,9/19/2022 8:53:20,9/19/2022 9:06:25,8
2021,544,9/8/2022 15:21:11,9/8/2022 15:26:13,3
2022,487,4/16/2022 13:16:11,4/16/2022 13:26:01,6
2023,575,8/20/2022 1:19:44,8/20/2022 1:35:07,9
2024,844,7/22/2022 2:32:19,7/22/2022 2:37:32,3
2025,771,4/10/2022 19:28:28,4/10/2022 19:34:05,3
2026,665,4/9/2022 16:26:22,4/9/2022 16:36:23,6
2027,10,6/9/2022 4:59:19,6/9/2022 5:10:18,6
2028,118,3/28/2022 22:25:28,3/28/2022 22:28:47,2
2029,685,7/1/2022 10:38:14,7/1/2022 10:46:10,5
2030,355,9/4/2022 0:18:33,9/4/2022 0:29:58,7
2031,457,9/24/2022 4:55:50,9/24/2022 5:01:17,3
2032,247,6/21/2022 17:22:52,6/21/2022 17:25:46,2
2033,927,3/9/2022 13:54:50,3/9/2022 13:58:46,2
2034,658,4/5/2022 12:18:51,4/5/2022 12:21:25,1
2035,629,9/24/2022 5:50:37,9/24/2022 6:02:29,7
2036,941,9/10/2022 22:14:27,9/10/2022 22:20:47,4
2037,637,7/17/2022 9:21:41,7/17/2022 9:29:08,4
2038,250,4/9/2022 7:15:11,4/9/2022 7:23:05,5
2039,982,4/7/2022 10:29:20,4/7/2022 10:45:09,9
2040,41,4/5/2022 17:18:08,4/5/2022 17:19:33,1
2041,699,6/11/2022 11:54:36,6/11/2022 12:07:48,8
2042,907,9/19/2022 13:54:55,9/19/2022 14:09:49,9
2043,329,4/24/2022 11:30:55,4/24/2022 11:45:56,9
2044,391,7/26/2022 16:31:27,7/26/2022 16:36:34,3
2045,938,3/10/2022 4:03:33,3/10/2022 4:05:02,1
2046,816,7/29/2022 21:54:25,7/29/2022 22:09:38,9
2047,968,6/14/2022 5:06:05,6/14/2022 5:07:36,1
2048,117,4/18/2022 22:26:21,4/18/2022 22:38:42,7
2049,396,5/11/2022 3:43:49,5/11/2022 3:48:19,3
2050,263,8/16/2022 10:28:14,8/16/2022 10:35:21,4
2051,554,9/21/2022 13:43:48,9/21/2022 13:53:25,6
2052,742,7/2/2022 2:17:25,7/2/2022 2:23:03,3
2053,290,5/14/2022 8:41:13,5/14/2022 8:46:09,3
2054,26,9/20/2022 19:39:57,9/20/2022 19:53:06,8
2055,934,4/16/2022 6:38:53,4/16/2022 6:42:57,2
2056,530,6/10/2022 13:37:54,6/10/2022 13:41:12,2
2057,842,8/12/2022 6:54:59,8/12/2022 7:09:31,8
2058,789,5/15/2022 11:56:49,5/15/2022 12:08:50,7
2059,384,6/4/2022 19:46:28,6/4/2022 20:02:19,9
2060,527,8/23/2022 2:18:07,8/23/2022 2:24:15,4
2061,823,9/23/2022 1:15:29,9/23/2022 1:18:38,2
2062,521,7/5/2022 6:25:40,7/5/2022 6:40:32,9
2063,457,6/9/2022 18:21:47,6/9/2022 18:25:24,2
2064,499,3/21/2022 4:04:44,3/21/2022 4:19:52,9
2065,45,8/12/2022 6:40:37,8/12/2022 6:51:23,6
2066,304,8/17/2022 4:46:14,8/17/2022 4:57:05,6
2067,920,7/6/2022 17:37:13,7/6/2022 17:51:47,8
2068,668,8/26/2022 11:42:01,8/26/2022 11:47:49,3
2069,198,7/14/2022 10:50:30,7/14/2022 11:01:41,6
2070,329,4/24/2022 21:47:36,4/24/2022 21:50:52,2
2071,527,4/28/2022 22:49:25,4/28/2022 22:58:34,5
2072,85,6/14/2022 4:12:16,6/14/2022 4:27:57,9
2073,971,8/21/2022 8:56:38,8/21/2022 9:04:01,4
2074,99,4/7/2022 4:57:04,4/7/2022 5:11:50,9
2075,172,3/2/2022 19:44:55,3/2/2022 19:58:33,8
2076,995,6/16/2022 21:28:10,6/16/2022 21:36:13,5
2077,980,7/19/2022 12:02:07,7/19/2022 12:15:46,8
2078,792,5/29/2022 10:44:12,5/29/2022 10:49:53,3
2079,551,6/4/2022 16:42:50,6/4/2022 16:44:48,1
2080,547,4/24/2022 16:56:43,4/24/2022 17:01:18,3
2081,8,7/2/2022 5:30:50,7/2/2022 5:34:28,2
2082,642,8/14/2022 1:17:12,8/14/2022 1:33:00,9
2083,68,8/17/2022 7:34:51,8/17/2022 7:46:00,6
2084,216,7/23/2022 6:23:24,7/23/2022 6:33:37,6
2085,687,6/5/2022 11:42:38,6/5/2022 11:48:05,3
2086,645,5/18/2022 21:44:54,5/18/2022 21:51:56,4
2087,793,7/5/2022 6:28:18,7/5/2022 6:36:50,5
2088,219,7/25/2022 23:51:43,7/26/2022 0:06:03,8
2089,886,9/19/2022 23:03:05,9/19/2022 23:17:27,8
2090,702,3/27/2022 7:14:08,3/27/2022 7:30:06,9
2091,435,6/21/2022 12:57:00,6/21/2022 13:03:48,4
2092,856,4/9/2022 19:40:03,4/9/2022 19:47:00,4
2093,107,4/14/2022 5:53:15,4/14/2022 6:06:21,8
2094,211,8/4/2022 8:58:47,8/4/2022 9:02:02,2
